,count,mean,std,min,25%,50%,75%,max
EPS1_t151,2205.0,2893.451700680272,50.15175855965003,2801.6,2845.4,2889.4,2945.4,2989.0
EPS1_t152,2205.0,2893.4753741496597,50.14601073250895,2801.2,2845.4,2889.4,2945.4,2989.0
EPS1_t153,2205.0,2893.508934240363,50.10813404123257,2800.8,2845.4,2889.4,2945.4,2989.0
EPS1_t154,2205.0,2893.5377777777776,50.079156684801895,2800.6,2845.4,2889.4,2945.4,2989.0
EPS1_t155,2205.0,2893.568253968254,50.058481306526566,2800.2,2845.4,2889.4,2945.4,2989.0
EPS1_t156,2205.0,2893.5838548752836,50.031684993432044,2800.0,2845.4,2889.4,2945.4,2989.0
EPS1_t157,2205.0,2893.6,50.0022602029983,2800.0,2845.4,2889.4,2945.4,2989.0
EPS1_t158,2205.0,2893.6071655328797,49.99540562732293,2800.0,2845.4,2889.4,2945.4,2989.0
EPS1_t159,2205.0,2893.6175056689344,49.97252568338505,2800.0,2845.4,2889.4,2945.2,2989.0
EPS1_t160,2205.0,2893.625396825397,49.960860987083464,2800.0,2845.4,2889.4,2945.0,2989.0
EPS1_t161,2205.0,2893.643990929705,49.93724670408524,2800.0,2845.4,2889.4,2944.6,2989.0
EPS1_t162,2205.0,2893.646349206349,49.91893984201382,2800.0,2845.4,2889.4,2944.6,2988.0
EPS1_t163,2205.0,2893.665306122449,49.904100573464355,2800.0,2845.4,2889.4,2944.6,2987.4
EPS1_t164,2205.0,2893.672290249433,49.9021541572565,2800.0,2845.6,2889.4,2944.4,2987.2
EPS1_t165,2205.0,2893.672380952381,49.90573349761191,2800.0,2845.6,2889.4,2944.6,2987.4
EPS1_t166,2205.0,2893.6657596371883,49.926985640269606,2800.0,2845.4,2889.4,2944.6,2987.4
EPS1_t167,2205.0,2893.659954648526,49.937302041726824,2800.0,2845.6,2889.4,2944.4,2987.6
EPS1_t168,2205.0,2893.6661224489794,49.94097241400597,2799.0,2845.6,2889.4,2944.4,2987.6
EPS1_t169,2205.0,2893.6619501133787,49.942431366757475,2795.0,2845.6,2889.4,2944.2,2987.6
EPS1_t170,2205.0,2893.6779138322,49.94734220988187,2787.2,2845.6,2889.4,2944.6,2987.6
EPS1_t171,2205.0,2893.6919727891154,49.95206626094576,2785.2,2845.6,2889.4,2944.6,2987.6
EPS1_t172,2205.0,2893.6999546485263,49.94301021672527,2781.4,2845.6,2889.4,2944.4,2987.6
EPS1_t173,2205.0,2893.7192743764176,49.944377549810575,2780.4,2845.6,2889.6,2944.6,2988.0
EPS1_t174,2205.0,2893.7032199546484,49.94998418172151,2778.4,2845.6,2889.6,2944.6,2987.6
EPS1_t175,2205.0,2893.70022675737,49.961832845962206,2778.0,2845.6,2889.6,2944.8,2987.6
EPS1_t176,2205.0,2893.6831746031744,50.008928720827434,2760.6,2845.6,2889.6,2944.6,2989.6
EPS1_t177,2205.0,2893.6770068027204,50.03003092809826,2743.6,2845.6,2889.6,2944.6,2990.6
EPS1_t178,2205.0,2893.651247165533,50.08357157837701,2716.2,2845.6,2889.6,2944.6,2991.4
EPS1_t179,2205.0,2893.641541950113,50.10153264061804,2707.6,2845.6,2889.4,2944.4,2991.8
EPS1_t180,2205.0,2893.618775510204,50.12850122052421,2694.0,2845.6,2889.6,2944.8,2990.4
EPS1_t181,2205.0,2893.5955555555556,50.14843012257534,2689.8,2845.6,2889.6,2944.8,2988.8
EPS1_t182,2205.0,2893.5538321995464,50.19605365196908,2682.8,2845.6,2889.6,2944.6,2988.2
EPS1_t183,2205.0,2893.509115646258,50.2725159114674,2680.6,2845.6,2889.6,2944.4,2988.2
EPS1_t184,2205.0,2893.479909297052,50.32520034202997,2677.2,2845.6,2889.6,2944.4,2988.6
EPS1_t185,2205.0,2893.4295691609973,50.36803169770529,2676.2,2845.6,2889.6,2944.4,2988.8
EPS1_t186,2205.0,2893.3990929705215,50.39827510419572,2674.4,2845.6,2889.6,2944.4,2989.2
EPS1_t187,2205.0,2893.381678004535,50.45264036748262,2673.8,2845.6,2889.6,2944.4,2989.4
EPS1_t188,2205.0,2893.352290249433,50.481065168365625,2673.0,2845.6,2889.4,2944.4,2989.4
EPS1_t189,2205.0,2893.342403628118,50.50096513633075,2672.8,2845.6,2889.6,2944.2,2989.4
EPS1_t190,2205.0,2893.272925170068,50.514760531885756,2672.4,2845.6,2889.4,2944.4,2989.4
EPS1_t191,2205.0,2893.2464399092974,50.54027003279543,2672.2,2845.6,2889.4,2944.0,2989.4
EPS1_t192,2205.0,2893.2056235827667,50.558109503822756,2672.0,2845.6,2889.4,2944.0,2989.4
EPS1_t193,2205.0,2893.1560997732427,50.62408552851129,2672.0,2845.6,2889.4,2944.0,2989.4
EPS1_t194,2205.0,2893.14566893424,50.61575981025907,2684.4,2845.6,2889.4,2944.0,2989.4
EPS1_t195,2205.0,2893.133242630385,50.61118115183665,2683.2,2845.6,2889.6,2944.2,2989.4
EPS1_t196,2205.0,2893.143401360544,50.57538719274341,2681.8,2845.6,2889.4,2944.2,2989.4
EPS1_t197,2205.0,2893.128888888889,50.56608499582303,2669.8,2845.6,2889.4,2944.4,2989.4
EPS1_t198,2205.0,2893.151746031746,50.52519625238485,2663.8,2845.6,2889.4,2944.0,2989.4
EPS1_t199,2205.0,2893.1595464852608,50.526050815856365,2660.8,2845.4,2889.4,2944.2,2989.4
EPS1_t200,2205.0,2893.1793197278907,50.49353922203102,2659.2,2845.4,2889.4,2944.0,2989.2
EPS1_t201,2205.0,2893.2105215419497,50.481374599380054,2656.2,2845.6,2889.6,2944.4,2989.2
EPS1_t202,2205.0,2893.2467120181404,50.40968685115088,2654.6,2845.6,2889.6,2944.0,2989.2
EPS1_t203,2205.0,2893.28335600907,50.32896139737302,2653.8,2845.6,2889.6,2944.2,2989.2
EPS1_t204,2205.0,2893.294603174603,50.29961440725016,2653.4,2845.6,2889.6,2944.4,2989.2
EPS1_t205,2205.0,2893.3307936507936,50.23482118137601,2652.6,2845.6,2889.6,2944.2,2989.2
EPS1_t206,2205.0,2893.36380952381,50.1807684726022,2652.2,2845.6,2889.6,2944.0,2989.4
EPS1_t207,2205.0,2893.3971882086166,50.14970665307722,2652.0,2845.6,2889.6,2944.2,2989.4
EPS1_t208,2205.0,2893.411609977324,50.124617946797585,2652.0,2845.6,2889.6,2944.0,2989.4
EPS1_t209,2205.0,2893.424126984127,50.11916361034172,2652.0,2845.6,2889.6,2944.0,2989.4
EPS1_t210,2205.0,2893.453242630386,50.06269621505486,2669.0,2845.6,2889.6,2944.0,2989.4
EPS1_t211,2205.0,2893.493605442177,50.00264330506919,2701.0,2845.6,2889.6,2944.2,2989.4
EPS1_t212,2205.0,2893.509297052154,49.95937886861267,2709.4,2845.6,2889.6,2944.4,2989.4
EPS1_t213,2205.0,2893.5444897959183,49.90308832060617,2725.4,2845.6,2889.6,2944.8,2989.4
EPS1_t214,2205.0,2893.5489342403625,49.88827067372289,2729.6,2845.6,2889.6,2944.6,2989.4
EPS1_t215,2205.0,2893.5761451247163,49.86977444769028,2737.6,2845.6,2889.6,2944.6,2989.4
EPS1_t216,2205.0,2893.5878458049883,49.85685532409188,2739.8,2845.6,2889.6,2944.4,2989.4
EPS1_t217,2205.0,2893.617233560091,49.845096096466946,2743.8,2845.6,2889.6,2944.6,2989.4
EPS1_t218,2205.0,2893.6143310657594,49.83503215345688,2744.8,2845.8,2889.6,2944.4,2989.4
EPS1_t219,2205.0,2893.6284807256234,49.82445832766661,2746.8,2845.8,2889.6,2944.6,2989.4
EPS1_t220,2205.0,2893.6391836734692,49.8258614333247,2747.4,2845.8,2889.6,2944.6,2987.4
EPS1_t221,2205.0,2893.6558730158727,49.818284296956655,2748.2,2845.8,2889.6,2944.6,2987.8
EPS1_t222,2205.0,2893.6949659863944,49.81635090670445,2748.4,2845.8,2889.6,2945.0,2989.6
EPS1_t223,2205.0,2893.739954648526,49.79553279366372,2748.8,2845.8,2889.6,2944.8,2990.6
EPS1_t224,2205.0,2893.777596371882,49.77577478616443,2749.0,2845.8,2889.6,2944.6,2991.6
EPS1_t225,2205.0,2893.826575963719,49.75487026954506,2749.4,2845.8,2889.6,2944.6,2991.2
EPS1_t226,2205.0,2893.879818594104,49.72228004077715,2749.4,2845.8,2889.6,2944.4,2990.6
EPS1_t227,2205.0,2893.9210884353743,49.707521100807114,2749.4,2846.0,2889.6,2944.4,2990.0
EPS1_t228,2205.0,2893.971156462585,49.67558715265923,2749.4,2846.0,2889.6,2944.4,2989.4
EPS1_t229,2205.0,2894.029297052154,49.64767951679305,2749.4,2846.4,2889.6,2944.2,2989.4
EPS1_t230,2205.0,2894.095328798186,49.57146668584605,2775.4,2846.8,2889.8,2944.0,2989.4
EPS1_t231,2205.0,2894.1678004535147,49.49453064172583,2803.8,2847.2,2889.8,2944.0,2989.4
EPS1_t232,2205.0,2894.243446712018,49.43423630958858,2803.8,2847.4,2889.8,2944.0,2989.4
EPS1_t233,2205.0,2894.338503401361,49.36768922218749,2803.8,2847.4,2889.8,2944.0,2989.4
EPS1_t234,2205.0,2894.433469387755,49.30914796956244,2803.8,2847.6,2889.8,2944.2,2989.4
EPS1_t235,2205.0,2894.5359637188208,49.23095944168254,2803.8,2847.6,2889.8,2944.0,2989.4
EPS1_t236,2205.0,2894.626031746032,49.172732998055785,2803.8,2847.6,2890.6,2944.0,2989.4
EPS1_t237,2205.0,2894.721723356009,49.11777453848137,2803.8,2847.6,2890.8,2944.0,2989.4
EPS1_t238,2205.0,2894.803628117914,49.06797708501486,2803.8,2847.6,2891.0,2944.0,2989.4
EPS1_t239,2205.0,2894.8886167800456,49.03052978815597,2803.8,2847.6,2891.4,2944.0,2989.4
EPS1_t240,2205.0,2894.9618140589573,48.99209881454331,2804.8,2847.6,2891.4,2944.0,2988.4
EPS1_t241,2205.0,2895.041088435374,48.958721072457614,2806.4,2847.6,2891.4,2944.2,2987.4
EPS1_t242,2205.0,2895.104036281179,48.94032003080258,2806.8,2847.6,2891.6,2944.0,2987.2
EPS1_t243,2205.0,2895.1765986394557,48.902749860932026,2807.0,2847.8,2891.6,2944.0,2987.2
EPS1_t244,2205.0,2895.235192743764,48.87190852938407,2807.2,2847.8,2891.6,2944.0,2987.2
EPS1_t245,2205.0,2895.2784580498865,48.85163502325452,2807.4,2847.8,2891.6,2944.0,2987.4
EPS1_t246,2205.0,2895.3151927437643,48.83904906651958,2807.6,2847.8,2891.6,2944.0,2987.4
EPS1_t247,2205.0,2895.3524716553284,48.8410636705129,2807.6,2847.8,2891.6,2944.0,2987.6
EPS1_t248,2205.0,2895.38820861678,48.84155692688101,2807.6,2847.8,2891.6,2944.0,2987.6
EPS1_t249,2205.0,2895.401723356009,48.85268362713723,2806.6,2847.8,2891.6,2944.0,2987.8
EPS1_t250,2205.0,2895.417052154195,48.87160777650112,2806.6,2847.8,2891.6,2944.0,2987.6
EPS1_t251,2205.0,2895.4216780045354,48.883559767199166,2805.2,2847.8,2891.6,2944.0,2987.6
EPS1_t252,2205.0,2895.419863945578,48.91221315960083,2805.2,2847.8,2891.8,2944.0,2987.6
EPS1_t253,2205.0,2895.408163265306,48.93101598521518,2804.6,2847.6,2891.8,2944.0,2987.6
EPS1_t254,2205.0,2895.3943764172336,48.96075917837525,2804.6,2847.6,2891.8,2944.0,2988.0
EPS1_t255,2205.0,2895.3746938775507,48.99768906324338,2804.2,2847.6,2891.8,2944.0,2988.4
EPS1_t256,2205.0,2895.348752834467,49.046593689804084,2804.2,2847.6,2891.8,2944.0,2988.6
EPS1_t257,2205.0,2895.3205442176873,49.081150621660875,2803.6,2847.6,2892.0,2944.0,2988.8
EPS1_t258,2205.0,2895.2930612244895,49.12944171760038,2803.6,2847.4,2892.0,2944.0,2989.0
EPS1_t259,2205.0,2895.2503401360545,49.15936920743965,2802.6,2847.4,2892.0,2944.4,2989.2
EPS1_t260,2205.0,2895.215963718821,49.19267573297887,2802.6,2847.4,2892.0,2944.2,2989.2
EPS1_t261,2205.0,2895.1709750566893,49.224573260779216,2802.0,2847.4,2892.0,2944.2,2989.2
EPS1_t262,2205.0,2895.1288888888885,49.247032992047984,2802.0,2847.4,2891.8,2944.4,2989.2
EPS1_t263,2205.0,2895.0930612244897,49.29012126554756,2801.8,2847.4,2891.8,2944.2,2989.2
EPS1_t264,2205.0,2895.055328798186,49.3217973715052,2801.8,2847.2,2891.8,2944.0,2989.2
EPS1_t265,2205.0,2895.030113378685,49.355727167237035,2801.8,2846.4,2891.8,2944.0,2989.2
EPS1_t266,2205.0,2895.0047165532883,49.37864604814539,2801.8,2846.6,2892.0,2944.0,2989.2
EPS1_t267,2205.0,2894.991111111111,49.40923219249603,2801.8,2846.8,2892.0,2943.8,2989.4
EPS1_t268,2205.0,2894.9668934240362,49.4192833221445,2801.8,2847.0,2892.0,2943.8,2989.4
EPS1_t269,2205.0,2894.9553741496597,49.440931083790176,2801.8,2846.6,2892.0,2943.8,2989.4
EPS1_t270,2205.0,2894.9339682539685,49.451508016335914,2801.8,2846.8,2892.0,2943.8,2989.4
EPS1_t271,2205.0,2894.9141950113376,49.473976393175796,2801.8,2846.2,2892.0,2943.8,2989.4
EPS1_t272,2205.0,2894.879546485261,49.4950568923961,2801.8,2846.0,2892.6,2943.8,2989.4
EPS1_t273,2205.0,2894.852879818594,49.52386926663196,2801.8,2846.0,2893.0,2943.8,2989.4
EPS1_t274,2205.0,2894.840997732426,49.54481103278622,2801.8,2846.4,2892.8,2943.8,2989.4
EPS1_t275,2205.0,2894.823038548753,49.5707290871648,2802.0,2846.4,2892.6,2943.8,2989.4
EPS1_t276,2205.0,2894.8202267573693,49.5831231985154,2802.0,2846.6,2892.6,2944.0,2989.4
EPS1_t277,2205.0,2894.80798185941,49.60065395476296,2802.0,2846.6,2892.6,2944.0,2989.4
EPS1_t278,2205.0,2894.7946485260773,49.605960472119044,2802.0,2846.6,2892.4,2944.0,2989.4
EPS1_t279,2205.0,2894.7989115646255,49.61551297398219,2802.0,2846.4,2892.2,2944.2,2989.4
EPS1_t280,2205.0,2894.7974603174603,49.61535526548801,2802.0,2846.2,2892.0,2944.0,2988.4
EPS1_t281,2205.0,2894.803990929705,49.62384699881504,2802.0,2846.0,2892.0,2944.0,2987.4
EPS1_t282,2205.0,2894.8033560090703,49.62696313170726,2802.0,2846.0,2892.0,2944.0,2987.0
EPS1_t283,2205.0,2894.8032653061223,49.633227083398964,2802.0,2846.0,2891.8,2944.0,2987.0
EPS1_t284,2205.0,2894.808526077097,49.625939808377204,2802.0,2846.0,2891.8,2944.2,2987.0
EPS1_t285,2205.0,2894.8177777777773,49.62611655411685,2802.0,2846.0,2891.8,2944.0,2987.0
EPS1_t286,2205.0,2894.8030839002267,49.62992179613714,2802.0,2846.0,2891.8,2944.4,2987.0
EPS1_t287,2205.0,2894.795464852608,49.62708829166555,2802.0,2846.0,2891.8,2944.2,2987.0
EPS1_t288,2205.0,2894.7843990929705,49.64325739856428,2802.0,2846.0,2891.8,2944.2,2987.0
EPS1_t289,2205.0,2894.7715192743763,49.64747546511483,2802.0,2846.0,2891.8,2944.0,2987.6
EPS1_t290,2205.0,2894.768888888889,49.65451084511451,2802.0,2846.0,2891.8,2944.2,2988.0
EPS1_t291,2205.0,2894.7620861678006,49.64528857849023,2802.0,2846.0,2891.8,2944.4,2988.2
EPS1_t292,2205.0,2894.7668934240364,49.64666233812469,2802.0,2845.8,2891.8,2944.6,2988.6
EPS1_t293,2205.0,2894.7668027210884,49.639580697773916,2802.0,2845.8,2891.8,2944.6,2988.8
EPS1_t294,2205.0,2894.765079365079,49.63296168131743,2802.0,2845.8,2891.8,2944.8,2988.0
EPS1_t295,2205.0,2894.7815873015875,49.62478383631071,2802.0,2845.8,2891.8,2944.6,2988.0
EPS1_t296,2205.0,2894.78947845805,49.60890161792483,2802.0,2845.8,2891.8,2944.4,2987.6
EPS1_t297,2205.0,2894.8048979591836,49.60110550652239,2802.0,2845.8,2891.8,2944.2,2987.6
EPS1_t298,2205.0,2894.808707482993,49.592593158617504,2802.0,2845.8,2891.8,2944.2,2987.2
EPS1_t299,2205.0,2894.801723356009,49.58957665861997,2802.0,2845.8,2891.8,2944.4,2987.2
EPS1_t300,2205.0,2894.792290249433,49.59298691041019,2803.0,2845.8,2891.8,2944.0,2987.2
EPS1_t301,2205.0,2894.7940136054426,49.59108286312187,2803.0,2845.8,2891.8,2944.2,2987.2
EPS1_t302,2205.0,2894.795918367347,49.59529756440121,2803.4,2845.8,2891.8,2944.2,2988.2
EPS1_t303,2205.0,2894.794013605442,49.59306271821649,2803.4,2845.8,2891.8,2944.0,2988.2
EPS1_t304,2205.0,2894.7865759637184,49.5985012481786,2803.6,2845.8,2891.8,2944.0,2988.6
EPS1_t305,2205.0,2894.794829931973,49.5997280462311,2803.6,2845.8,2891.8,2944.0,2988.6
EPS1_t306,2205.0,2894.8026303854876,49.598686867642456,2803.8,2845.8,2891.8,2944.0,2988.8
EPS1_t307,2205.0,2894.8263038548753,49.609576577436805,2803.8,2845.8,2892.0,2944.2,2988.8
EPS1_t308,2205.0,2894.8239455782314,49.599385349770984,2803.8,2845.8,2892.0,2944.0,2989.0
EPS1_t309,2205.0,2894.824580498866,49.59822418177809,2803.8,2845.8,2892.0,2944.0,2989.0
EPS1_t310,2205.0,2894.813242630385,49.593390303126625,2803.8,2845.8,2891.8,2944.0,2989.0
EPS1_t311,2205.0,2894.793469387755,49.60191284310242,2803.2,2845.8,2891.8,2944.0,2989.0
EPS1_t312,2205.0,2894.7668934240364,49.60447893038095,2803.0,2845.8,2891.8,2944.0,2989.0
EPS1_t313,2205.0,2894.7583673469385,49.60490313221166,2802.6,2846.0,2891.8,2944.0,2989.0
EPS1_t314,2205.0,2894.763809523809,49.5975313330973,2802.4,2845.8,2892.0,2944.0,2989.0
EPS1_t315,2205.0,2894.7417687074826,49.59514112477193,2802.0,2845.8,2892.0,2944.0,2989.0
EPS1_t316,2205.0,2894.740680272109,49.602325633466556,2802.0,2845.8,2892.0,2944.0,2989.0
EPS1_t317,2205.0,2894.7272562358276,49.6112821417085,2802.0,2845.8,2892.0,2944.0,2989.0
EPS1_t318,2205.0,2894.733605442177,49.6230613862298,2802.0,2845.8,2892.0,2944.0,2989.0
EPS1_t319,2205.0,2894.737142857143,49.634964989876636,2802.0,2845.8,2892.0,2944.0,2989.0
EPS1_t320,2205.0,2894.7407709750564,49.64198935770815,2802.0,2845.8,2892.0,2944.0,2989.0
EPS1_t321,2205.0,2894.7408616780044,49.64607097385473,2802.0,2845.8,2892.0,2944.0,2989.0
EPS1_t322,2205.0,2894.740952380952,49.64777183961872,2802.0,2845.8,2892.0,2944.0,2988.0
EPS1_t323,2205.0,2894.7543764172333,49.64427182633234,2802.0,2845.8,2892.0,2944.0,2987.2
EPS1_t324,2205.0,2894.766712018141,49.635305536022685,2802.0,2846.0,2891.8,2944.0,2987.2
EPS1_t325,2205.0,2894.7676190476195,49.63465272731502,2802.0,2845.8,2891.8,2944.0,2987.4
EPS1_t326,2205.0,2894.7660770975053,49.63056339904084,2802.0,2845.8,2891.8,2944.4,2988.0
EPS1_t327,2205.0,2894.765079365079,49.622906457922426,2802.0,2845.8,2891.8,2944.0,2988.2
EPS1_t328,2205.0,2894.776054421769,49.63203190988042,2802.0,2845.8,2891.8,2944.2,2988.6
EPS1_t329,2205.0,2894.777596371882,49.63593067528969,2803.8,2845.8,2891.8,2944.0,2988.8
EPS1_t330,2205.0,2894.781768707483,49.639976549398995,2803.8,2845.8,2891.8,2944.0,2988.0
EPS1_t331,2205.0,2894.79410430839,49.634652340441015,2803.8,2845.8,2891.8,2944.0,2987.2
EPS1_t332,2205.0,2894.801360544218,49.630314798199755,2803.8,2845.8,2891.8,2944.6,2987.6
EPS1_t333,2205.0,2894.8084353741497,49.62745037586102,2803.8,2845.8,2891.8,2944.6,2987.2
EPS1_t334,2205.0,2894.801360544218,49.630730209097145,2803.8,2845.8,2892.0,2944.2,2986.6
EPS1_t335,2205.0,2894.821587301587,49.623032733773094,2803.8,2846.0,2892.4,2944.4,2985.8
EPS1_t336,2205.0,2894.8279365079366,49.61426434461109,2802.8,2846.0,2892.4,2944.8,2985.8
EPS1_t337,2205.0,2894.8433560090702,49.60098251089455,2802.8,2846.0,2892.2,2944.8,2985.8
EPS1_t338,2205.0,2894.8405442176872,49.596995178520395,2802.4,2846.0,2892.2,2944.4,2986.2
EPS1_t339,2205.0,2894.8436281179133,49.584322224108845,2802.4,2846.0,2892.2,2944.6,2986.0
EPS1_t340,2205.0,2894.844444444444,49.569554629007605,2802.2,2846.0,2892.4,2944.2,2986.8
EPS1_t341,2205.0,2894.847346938776,49.55937984999376,2802.2,2845.8,2892.4,2944.0,2986.6
EPS1_t342,2205.0,2894.855238095238,49.5559521350818,2802.0,2845.8,2892.2,2944.2,2987.0
EPS1_t343,2205.0,2894.846530612245,49.54272087251098,2802.0,2845.8,2892.0,2944.0,2987.0
EPS1_t344,2205.0,2894.8436281179133,49.54749652114811,2802.0,2846.0,2892.0,2944.0,2987.2
EPS1_t345,2205.0,2894.8404535147392,49.542532239497724,2802.0,2845.8,2892.6,2944.0,2986.2
EPS1_t346,2205.0,2894.8463492063493,49.540816839975605,2802.0,2845.8,2892.2,2944.0,2986.0
EPS1_t347,2205.0,2894.82947845805,49.531744408297996,2802.0,2845.8,2892.2,2944.0,2985.8
EPS1_t348,2205.0,2894.8262131519273,49.530009074774924,2802.0,2845.8,2892.6,2943.8,2985.8
EPS1_t349,2205.0,2894.8326530612244,49.530463453130004,2802.0,2845.8,2892.4,2944.0,2985.8
EPS1_t350,2205.0,2894.8424489795916,49.53121633332805,2802.0,2845.8,2892.0,2944.0,2985.8
EPS1_t351,2205.0,2894.8462585034013,49.550821230210886,2802.0,2845.8,2892.0,2944.0,2986.4
EPS1_t352,2205.0,2894.8478911564625,49.545634900578236,2802.0,2845.8,2892.0,2944.0,2987.6
EPS1_t353,2205.0,2894.8578684807253,49.55625767880264,2802.0,2845.8,2892.0,2944.0,2987.6
EPS1_t354,2205.0,2894.8696598639453,49.54691272833922,2802.0,2846.0,2892.0,2944.0,2988.2
EPS1_t355,2205.0,2894.8695691609973,49.55516279612824,2804.0,2846.0,2892.4,2944.0,2987.4
EPS1_t356,2205.0,2894.8797278911566,49.54586183132067,2804.0,2846.0,2892.4,2944.0,2986.0
EPS1_t357,2205.0,2894.858866213152,49.544003059763085,2804.0,2845.8,2892.2,2944.0,2985.8
EPS1_t358,2205.0,2894.8806349206347,49.53372287599671,2804.0,2846.0,2892.0,2944.0,2985.8
EPS1_t359,2205.0,2894.8618594104305,49.533778655968526,2804.0,2846.0,2892.0,2944.0,2985.8
EPS1_t360,2205.0,2894.8672108843534,49.5412442489726,2804.0,2846.0,2892.0,2944.0,2985.4
EPS1_t361,2205.0,2894.853424036281,49.55198257999597,2804.0,2846.0,2892.0,2944.2,2985.4
EPS1_t362,2205.0,2894.844716553288,49.55345951389114,2804.0,2846.0,2892.0,2944.4,2986.4
EPS1_t363,2205.0,2894.8418140589565,49.56310696501281,2804.0,2846.0,2892.0,2944.2,2986.4
EPS1_t364,2205.0,2894.8323809523813,49.554368609395695,2804.0,2846.0,2891.8,2944.2,2986.8
EPS1_t365,2205.0,2894.8233106575963,49.55501499155416,2804.0,2846.0,2891.8,2944.0,2986.8
EPS1_t366,2205.0,2894.8282086167796,49.55348082250278,2804.0,2846.0,2891.8,2944.0,2987.0
EPS1_t367,2205.0,2894.825306122449,49.55533373509208,2804.0,2846.0,2891.8,2944.0,2987.0
EPS1_t368,2205.0,2894.834648526077,49.5432755195614,2804.0,2846.0,2892.0,2944.2,2987.2
EPS1_t369,2205.0,2894.8286621315187,49.53699248612553,2804.0,2846.0,2892.0,2944.0,2987.2
EPS1_t370,2205.0,2894.814784580499,49.54387063068629,2804.0,2846.0,2891.8,2944.0,2987.2
EPS1_t371,2205.0,2894.8078004535146,49.52501222288634,2805.0,2846.4,2892.0,2943.8,2987.2
EPS1_t372,2205.0,2894.8085260770977,49.54191977255565,2805.6,2846.4,2892.0,2943.8,2987.2
EPS1_t373,2205.0,2894.778866213152,49.54082669479019,2805.6,2846.0,2892.0,2943.8,2987.2
EPS1_t374,2205.0,2894.7662585034013,49.55263114113488,2805.6,2846.0,2891.8,2944.0,2988.0
EPS1_t375,2205.0,2894.764535147392,49.56026481720613,2805.6,2846.0,2891.8,2944.0,2988.0
EPS1_t376,2205.0,2894.7455782312927,49.58093142595472,2805.6,2845.8,2892.0,2944.0,2988.6
EPS1_t377,2205.0,2894.767619047619,49.59373116230429,2805.6,2846.2,2892.0,2944.0,2988.6
EPS1_t378,2205.0,2894.7542857142853,49.608216929585865,2805.0,2846.2,2892.0,2944.0,2989.0
EPS1_t379,2205.0,2894.7653514739227,49.61048712045437,2804.6,2846.0,2892.0,2944.0,2989.0
EPS1_t380,2205.0,2894.7612698412695,49.60947898255279,2802.6,2846.0,2892.0,2944.0,2989.2
EPS1_t381,2205.0,2894.7582766439905,49.600094409685845,2802.2,2845.8,2892.0,2944.0,2989.2
EPS1_t382,2205.0,2894.764353741497,49.60832305232215,2801.2,2846.0,2892.0,2943.8,2988.2
EPS1_t383,2205.0,2894.7514739229023,49.59801515127746,2801.0,2846.0,2892.0,2943.8,2987.2
EPS1_t384,2205.0,2894.772244897959,49.60338257864158,2800.6,2846.4,2891.8,2944.0,2987.2
EPS1_t385,2205.0,2894.7743310657593,49.59751740582769,2800.4,2846.4,2891.8,2943.8,2987.2
EPS1_t386,2205.0,2894.7731519274375,49.59499313630058,2800.2,2846.8,2891.8,2943.8,2987.2
EPS1_t387,2205.0,2894.7594557823127,49.58782276600617,2800.2,2846.8,2891.8,2943.8,2987.4
EPS1_t388,2205.0,2894.7449433106576,49.5891779334118,2800.0,2846.6,2891.8,2943.8,2987.6
EPS1_t389,2205.0,2894.746303854875,49.59688698799926,2800.0,2846.4,2891.8,2943.8,2987.6
EPS1_t390,2205.0,2894.758458049887,49.59141714660518,2800.0,2846.2,2891.8,2943.8,2987.8
EPS1_t391,2205.0,2894.7551020408164,49.59694934517211,2800.0,2846.2,2891.8,2944.0,2989.2
EPS1_t392,2205.0,2894.7531065759636,49.58702771139276,2800.0,2846.0,2891.8,2943.8,2989.6
EPS1_t393,2205.0,2894.7594557823127,49.570297730864596,2800.0,2846.0,2891.8,2943.8,2988.2
EPS1_t394,2205.0,2894.7613605442175,49.5532974353304,2800.0,2846.0,2892.0,2943.8,2987.6
EPS1_t395,2205.0,2894.7532879818596,49.55524272940366,2800.0,2846.0,2892.0,2943.8,2987.6
EPS1_t396,2205.0,2894.750113378685,49.54212616740199,2800.0,2846.0,2892.2,2944.0,2987.6
